CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Unemployment
36047006000,Kings,Brooklyn,2717,1332,1385,16.3,65.6,0.4,0.0,15.6,1886,64286,37289,18.4,25.8,41.9,12.6,27.7,9.4,8.4,16.3,5.0,66.9,7.1,2.0,2.6,43.1,13.6
36047006200,Kings,Brooklyn,2818,1385,1433,23.9,59.8,7.2,0.0,8.6,1685,47050,30471,17.7,21.2,56.0,16.5,17.6,3.1,7.0,16.2,2.5,66.1,8.2,0.2,6.7,41.7,12.6
36047006300,Kings,Brooklyn,1952,858,1094,15.2,72.6,0.6,0.0,7.6,1442,97614,53699,7.8,7.4,81.6,2.3,13.1,0.4,2.6,9.5,4.3,68.8,8.4,4.5,4.5,39.0,3.9
36047006400,Kings,Brooklyn,3244,1459,1785,5.9,84.6,1.1,0.0,7.0,2470,64214,38667,11.3,22.3,42.0,19.6,27.2,2.0,9.1,23.7,3.7,56.9,11.5,1.4,2.8,40.1,9.5
36047006500,Kings,Brooklyn,5412,2757,2655,7.6,82.2,2.3,0.0,3.9,4092,109492,76031,6.0,3.5,78.4,5.8,13.4,1.3,1.1,6.1,1.4,74.9,6.8,7.0,3.8,36.7,5.3
36047006600,Kings,Brooklyn,3797,1745,2052,22.8,64.9,1.3,0.8,9.9,2556,59981,36552,15.0,19.3,44.8,20.5,21.8,5.8,7.1,21.5,4.1,54.4,15.4,1.2,3.5,38.5,18.4
36047006700,Kings,Brooklyn,3799,1855,1944,7.4,87.4,0.8,0.0,2.3,2923,145294,79121,3.7,0.0,77.3,8.0,13.3,0.9,0.4,9.4,2.5,61.4,14.9,4.5,7.3,37.1,9.3
36047006800,Kings,Brooklyn,5290,2684,2606,30.6,46.7,1.7,0.0,19.3,2717,40857,20590,29.7,41.2,37.9,16.3,24.4,8.1,13.3,25.9,6.2,56.6,10.5,0.0,0.8,40.5,9.7
36047006900,Kings,Brooklyn,3582,1598,1984,17.8,67.1,4.4,0.0,5.1,2968,131284,82970,4.3,0.0,77.1,2.1,17.0,0.6,3.2,9.9,1.9,68.7,7.7,4.1,7.7,34.6,2.3
36047007000,Kings,Brooklyn,2463,1189,1274,18.7,55.5,3.9,0.0,21.2,1679,42218,25303,13.7,17.3,52.1,13.3,23.1,4.4,7.0,27.4,8.7,53.3,8.7,0.0,1.9,37.4,10.0
36047007100,Kings,Brooklyn,5002,2121,2881,41.7,20.6,31.1,0.0,2.5,3731,36890,25563,28.3,43.0,44.4,17.0,24.8,3.2,10.6,5.7,2.7,70.9,11.2,1.9,7.6,41.1,18.5
36047007200,Kings,Brooklyn,2341,1093,1248,58.1,11.7,1.2,0.3,28.8,783,37364,11566,39.3,58.4,11.1,48.6,11.2,6.1,23.0,6.0,9.1,64.2,18.9,1.8,0.0,40.3,5.7
36047007400,Kings,Brooklyn,6061,3240,2821,71.3,6.3,0.5,0.7,20.3,2327,46204,16244,32.8,41.7,21.5,36.4,11.1,11.1,19.9,10.1,6.2,60.6,19.8,2.4,0.9,41.7,8.6
36047007500,Kings,Brooklyn,4774,2446,2328,15.3,69.8,0.1,0.0,11.6,3474,135697,77933,4.1,0.0,67.5,7.8,22.6,1.1,1.0,7.1,0.4,66.7,11.2,2.3,12.2,32.2,6.8
36047007600,Kings,Brooklyn,4775,2438,2337,63.5,8.7,4.0,0.0,23.0,2054,32996,15631,37.7,53.8,17.3,34.6,24.6,12.3,11.3,10.9,3.1,68.8,13.1,2.2,1.8,41.7,12.1
36047007700,Kings,Brooklyn,4409,2199,2210,17.2,71.3,1.6,0.0,5.7,3242,123592,68519,5.0,0.6,71.1,8.7,15.2,3.5,1.5,8.9,1.3,69.2,10.1,2.9,7.7,35.9,5.1
36047007800,Kings,Brooklyn,5493,2822,2671,80.4,5.3,3.5,0.0,9.7,2612,42000,17531,25.9,32.1,18.7,31.8,16.0,7.3,26.2,6.2,3.5,73.2,12.5,1.8,2.8,45.6,10.0
36047008000,Kings,Brooklyn,4373,2247,2126,78.7,9.5,3.1,0.0,7.2,2142,53380,22787,15.2,14.3,27.1,26.3,26.6,8.6,11.4,9.1,4.0,71.2,10.5,0.9,4.2,43.8,8.2
36047008200,Kings,Brooklyn,4148,2063,2085,72.2,10.4,1.2,0.0,15.4,2318,35511,18465,33.5,42.7,29.0,32.0,19.2,5.2,14.6,15.2,1.0,71.4,9.4,2.3,0.6,38.7,10.2
36047008400,Kings,Brooklyn,3860,2171,1689,77.1,16.6,1.1,0.0,4.1,1849,49274,18557,30.2,50.3,18.7,17.2,20.7,23.8,19.6,9.3,2.2,67.8,13.4,5.3,2.0,37.1,7.1
36047008500,Kings,Brooklyn,6916,2501,4415,48.1,1.8,43.6,0.0,4.4,4648,14000,13176,52.7,65.2,14.3,32.4,33.4,2.0,17.9,7.2,2.6,71.1,17.3,1.8,0.0,44.8,28.2
36047008600,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36047008800,Kings,Brooklyn,3397,1854,1543,61.0,23.6,1.5,0.0,11.0,1814,53528,22205,10.9,7.8,29.4,23.9,29.4,6.4,10.9,4.1,4.9,66.3,17.1,2.8,4.9,43.5,9.5
36047009000,Kings,Brooklyn,3224,1675,1549,44.2,10.4,1.2,0.0,41.2,1189,36925,13286,29.7,43.2,12.5,36.3,21.0,7.3,23.0,7.6,3.6,66.9,17.8,1.8,2.3,48.5,6.2
36047009200,Kings,Brooklyn,5407,2546,2861,36.1,8.5,3.8,0.0,49.4,2164,38042,15228,41.3,54.1,18.5,41.1,16.0,5.7,18.7,9.9,3.7,68.6,10.6,4.9,2.3,43.7,9.4
36047009400,Kings,Brooklyn,5837,2895,2942,23.2,16.9,1.0,0.9,57.8,2296,40239,16436,36.8,53.6,20.5,39.6,18.9,12.7,8.3,18.2,9.4,59.0,12.4,0.8,0.2,44.9,10.1
36047009600,Kings,Brooklyn,5951,3067,2884,48.0,18.4,1.5,0.0,29.5,2321,32829,15271,39.7,56.2,16.5,35.4,21.2,11.0,16.0,12.7,3.0,54.3,26.9,0.8,2.2,39.8,10.9
36047009800,Kings,Brooklyn,8178,4189,3989,53.9,2.4,1.4,0.0,41.9,2171,31961,11661,45.7,59.2,13.7,42.3,15.0,11.7,17.1,9.5,5.2,64.4,15.8,3.4,1.7,47.2,8.6
36047010000,Kings,Brooklyn,6312,3371,2941,33.3,6.8,0.4,0.0,59.0,2440,33229,12430,40.3,59.7,8.9,48.0,19.9,10.9,12.3,8.9,6.4,61.5,20.3,1.4,1.4,47.4,10.1
36047010100,Kings,Brooklyn,4402,2215,2187,65.3,25.0,2.0,0.0,4.7,2256,43779,22544,25.2,39.8,31.1,20.6,24.7,9.6,14.0,10.2,6.9,66.4,11.2,3.1,2.3,38.6,10.3
36047010200,Kings,Brooklyn,5265,2615,2650,23.3,5.4,0.2,0.0,70.4,1621,42911,13699,24.9,38.1,12.6,45.6,19.0,9.8,13.0,9.0,9.3,60.3,19.7,0.5,1.2,45.5,8.1
36047010400,Kings,Brooklyn,5937,2981,2956,10.3,7.2,0.3,0.0,79.4,1885,37787,14964,30.2,39.8,11.8,46.4,20.6,6.3,14.9,7.7,9.0,54.5,26.9,1.5,0.4,40.4,11.0
36047010600,Kings,Brooklyn,5747,2814,2933,11.8,6.5,1.7,0.0,78.1,2140,37531,12850,41.9,50.6,18.2,43.1,20.6,6.7,11.4,9.7,16.3,52.2,17.9,2.9,1.0,47.4,8.8
36047010800,Kings,Brooklyn,4267,2123,2144,12.5,9.6,0.6,0.8,76.4,1670,32122,15312,38.0,55.9,10.3,49.4,23.3,8.4,8.6,7.1,9.0,65.3,16.6,0.5,1.5,49.7,8.8
36047011000,Kings,Brooklyn,2708,1389,1319,34.0,30.7,0.7,0.5,32.3,847,40238,15301,28.9,30.4,20.7,36.1,22.0,10.3,11.0,15.2,3.8,57.2,13.2,8.4,2.1,46.0,5.4
36047011200,Kings,Brooklyn,6527,3440,3087,36.2,40.1,4.0,0.0,19.2,2933,30032,13235,33.6,41.0,19.0,37.3,22.5,5.9,15.4,12.0,6.1,53.4,21.4,1.8,5.3,43.3,8.5
36047011400,Kings,Brooklyn,4500,2150,2350,12.3,57.4,5.8,0.0,20.6,2269,42402,16643,34.0,46.4,34.7,26.7,23.5,7.5,7.5,10.7,7.3,33.9,42.7,2.3,3.2,31.5,3.3
36047011600,Kings,Brooklyn,4274,2116,2158,9.8,12.3,1.7,0.0,76.1,1556,32267,15774,31.7,39.4,12.0,50.4,20.6,4.9,12.1,15.2,12.1,56.9,11.1,4.7,0.0,52.8,7.0
36047011700,Kings,Brooklyn,2674,1467,1207,27.6,59.1,2.9,0.0,6.6,1999,72429,40535,10.2,14.1,66.5,11.7,12.9,3.5,5.4,9.4,0.0,76.6,8.9,2.2,3.0,37.4,6.4
36047011800,Kings,Brooklyn,2128,1071,1057,20.2,7.2,4.4,4.8,62.2,885,31447,12979,30.9,35.5,6.8,44.6,36.6,3.2,8.8,14.1,11.0,59.9,12.8,0.0,2.2,40.4,6.9
36047011900,Kings,Brooklyn,1614,780,834,24.2,59.0,4.1,0.0,6.0,1176,82969,53640,7.9,12.6,58.6,10.5,21.0,6.6,3.4,3.8,3.0,69.9,6.3,6.1,10.9,34.0,7.2
36047012000,Kings,Brooklyn,1255,627,628,6.2,6.7,0.0,0.0,86.8,468,28750,13985,33.7,33.3,16.0,47.4,19.1,5.3,12.3,16.2,10.9,55.6,13.5,3.8,0.0,39.7,10.0
36047012100,Kings,Brooklyn,1807,859,948,25.8,56.1,5.1,0.0,9.9,1395,93393,50466,10.0,7.0,57.8,5.8,25.0,1.9,9.5,11.2,2.2,67.9,6.4,2.0,10.4,36.1,2.4
36047012200,Kings,Brooklyn,5697,3202,2495,50.2,8.4,1.1,0.1,39.7,1735,36250,12466,38.5,59.0,14.4,42.5,13.7,19.0,10.5,10.7,8.8,64.3,12.0,3.7,0.5,39.6,13.8
36047012600,Kings,Brooklyn,2767,1436,1331,29.9,32.5,2.2,2.0,30.2,1519,37179,18442,31.1,46.5,24.6,32.6,22.8,6.3,13.7,19.5,4.0,59.2,12.0,2.3,2.9,43.6,8.3
36047012700,Kings,Brooklyn,3929,1839,2090,27.0,27.4,34.2,0.6,9.9,3035,51397,35745,22.6,28.7,54.0,17.5,16.8,6.3,5.4,6.8,1.8,78.0,6.8,3.5,3.0,38.2,7.7
36047012801,Kings,Brooklyn,2094,1113,981,8.9,38.3,2.5,1.0,48.0,1195,42596,23343,23.5,30.4,27.1,27.2,27.9,9.2,8.6,24.2,6.9,56.5,8.4,2.6,1.4,48.0,5.8
36047012901,Kings,Brooklyn,2577,1102,1475,30.9,52.5,4.7,0.8,7.7,1918,82071,45191,11.2,10.2,61.5,17.5,20.2,0.0,0.7,1.2,0.0,77.1,8.7,3.0,10.0,35.8,5.7
36047012902,Kings,Brooklyn,2064,984,1080,30.6,54.3,8.9,0.0,4.1,1578,86290,56247,8.3,8.0,73.5,4.2,17.5,2.9,1.8,6.7,1.7,77.4,3.3,2.1,8.9,35.7,6.2
36047013000,Kings,Brooklyn,5224,2552,2672,33.0,45.2,0.9,0.0,19.3,3322,57549,27040,24.4,31.2,29.3,21.6,26.0,14.0,9.1,15.8,6.1,56.5,11.2,2.1,8.4,40.9,8.0
36047013100,Kings,Brooklyn,4244,1796,2448,25.4,57.2,9.7,0.0,5.8,3280,111950,72778,9.7,20.8,74.2,10.4,13.5,0.5,1.4,11.5,1.9,69.6,7.8,1.5,7.7,37.1,4.3
36047013200,Kings,Brooklyn,2397,1238,1159,16.9,35.7,0.4,0.0,46.6,1357,56167,25118,18.5,25.0,40.1,20.9,23.8,6.9,8.3,29.8,4.7,52.5,7.9,2.3,2.7,44.3,6.5
36047013300,Kings,Brooklyn,4674,2323,2351,13.9,69.3,3.8,0.0,8.5,3236,144293,63430,4.0,1.8,79.1,3.5,13.7,1.6,2.1,3.9,2.6,67.1,11.4,4.3,10.7,36.0,4.3
36047013400,Kings,Brooklyn,3860,1821,2039,15.8,68.0,0.2,0.4,15.0,2630,66172,30896,6.4,7.9,41.0,20.8,28.2,2.9,7.0,28.8,6.3,49.8,12.3,1.0,1.8,38.7,8.3
36047013500,Kings,Brooklyn,3694,1749,1945,11.3,66.8,9.4,0.0,6.0,2379,126111,76355,5.3,0.9,77.9,3.8,13.5,1.7,3.0,11.9,1.7,66.4,4.7,4.3,10.9,40.5,5.1
36047013600,Kings,Brooklyn,3813,1797,2016,13.0,70.2,0.7,0.4,15.3,2638,66375,34710,12.6,2.5,45.0,15.4,29.5,4.4,5.6,23.5,6.3,56.1,8.8,1.0,4.3,42.0,4.5
36047013700,Kings,Brooklyn,3278,1516,1762,17.4,65.1,7.5,0.0,3.6,2534,99648,51266,15.1,17.8,66.1,8.9,18.2,4.0,2.8,11.1,1.9,72.1,5.5,2.0,7.4,40.2,6.6
36047013800,Kings,Brooklyn,3423,1608,1815,19.3,64.2,0.7,0.0,11.5,2354,52645,32150,19.5,21.7,45.8,26.4,15.4,6.1,6.3,18.7,4.1,57.4,15.5,1.7,2.6,42.4,4.3
36047013900,Kings,Brooklyn,3652,1773,1879,17.6,61.1,8.5,0.0,8.9,2807,100787,57258,10.7,10.7,72.8,6.1,13.7,2.9,4.6,12.4,1.1,67.9,6.9,6.6,5.1,34.8,7.8
36047014000,Kings,Brooklyn,1843,998,845,12.1,78.5,0.0,0.0,8.6,1264,59130,33142,15.7,25.1,40.5,20.6,19.5,7.7,11.7,37.4,7.9,42.3,8.4,2.5,1.6,39.2,6.0
36047014100,Kings,Brooklyn,3928,2021,1907,20.3,53.6,6.7,0.0,13.7,2704,78125,47481,6.4,2.8,69.6,8.4,18.8,0.8,2.3,7.9,3.5,67.1,5.5,5.9,10.0,42.3,10.0
36047014200,Kings,Brooklyn,3105,1335,1770,17.5,72.1,0.3,0.0,8.4,2066,56324,28741,15.6,13.9,36.7,18.7,28.9,6.5,9.2,26.6,3.4,54.4,10.7,0.6,4.3,41.3,10.7
36047014300,Kings,Brooklyn,3610,1778,1832,46.7,39.1,2.6,0.4,7.5,2576,80170,43717,17.8,33.5,57.7,17.8,15.3,2.8,6.4,12.4,4.5,59.7,9.3,3.4,10.7,35.6,5.2
36047014500,Kings,Brooklyn,4424,2003,2421,39.0,49.2,3.5,1.6,5.7,3176,64926,32123,14.5,7.9,45.0,22.3,21.3,5.2,6.3,8.7,3.9,64.6,15.0,3.9,3.9,36.3,6.4
36047014700,Kings,Brooklyn,2104,1105,999,30.7,57.4,4.3,0.0,3.6,1582,81181,44771,14.4,21.0,58.4,21.7,10.7,4.6,4.6,7.9,4.0,67.6,6.6,6.1,7.8,45.7,3.7
36047014800,Kings,Brooklyn,1256,587,669,0.4,91.6,0.0,0.0,5.7,947,56500,37513,11.6,24.3,40.9,11.1,24.9,12.3,10.7,36.4,10.1,36.4,8.2,3.0,5.8,41.0,9.0
36047014900,Kings,Brooklyn,5772,2714,3058,22.5,63.6,3.5,0.0,7.4,4331,103378,50162,5.9,7.5,65.6,10.8,16.0,3.0,4.6,13.0,2.6,66.2,7.4,4.4,6.4,40.9,6.6
36047015000,Kings,Brooklyn,1642,773,869,4.6,75.0,0.1,0.0,20.3,1132,82188,34430,8.9,12.5,38.2,21.7,22.0,9.1,8.9,28.2,13.0,48.9,5.9,0.0,4.0,39.7,2.9
36047015100,Kings,Brooklyn,4273,1936,2337,16.8,65.7,4.1,0.0,4.8,3075,121742,64717,6.9,4.2,68.5,13.4,13.7,2.6,1.8,8.2,5.3,66.9,6.9,1.3,11.3,36.6,8.1
36047015200,Kings,Brooklyn,2567,1318,1249,10.0,60.0,2.3,0.0,25.6,1952,70598,32496,10.2,5.5,45.0,17.0,22.8,8.3,6.9,33.1,7.5,45.7,6.2,0.3,7.2,39.4,11.7
36047015300,Kings,Brooklyn,2961,1435,1526,16.3,68.3,3.9,0.0,10.0,2143,115000,59001,4.4,0.0,80.1,5.8,13.5,0.0,0.7,8.4,3.0,67.6,6.5,2.8,11.7,37.1,4.9
36047015400,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36047015500,Kings,Brooklyn,3674,1822,1852,3.8,83.0,4.6,0.0,4.0,2590,128611,79572,4.7,1.1,81.2,2.0,15.6,0.0,1.2,9.2,0.8,61.0,11.1,7.6,10.3,37.6,5.0
36047015700,Kings,Brooklyn,4289,2022,2267,7.2,78.6,2.0,0.6,8.0,3294,102500,70579,1.6,0.0,75.6,3.9,17.0,0.0,3.6,6.5,0.7,67.1,5.0,4.5,16.2,40.7,2.1
36047015900,Kings,Brooklyn,5157,2655,2502,7.0,76.6,7.2,0.5,4.8,3817,130806,84012,3.1,2.1,80.8,11.1,7.5,0.0,0.6,3.6,1.9,66.0,10.6,3.7,14.2,34.3,3.9
36047016000,Kings,Brooklyn,4475,2105,2370,22.6,52.8,4.9,0.0,16.2,3006,60698,32414,20.7,33.0,44.7,21.8,21.6,3.4,8.5,23.7,7.0,55.8,10.7,0.9,1.8,39.3,9.5
36047016100,Kings,Brooklyn,3139,1672,1467,13.5,62.9,11.2,0.0,7.4,2482,103500,61541,10.6,15.1,75.8,6.1,13.3,2.6,2.3,8.2,0.4,68.2,7.6,6.8,8.7,37.3,4.2
36047016200,Kings,Brooklyn,2560,1382,1178,12.2,62.5,2.7,0.0,20.5,1751,71602,39457,11.0,11.1,54.3,13.5,23.3,6.6,2.3,29.2,4.5,54.4,6.8,0.7,4.4,40.4,5.9
36047016300,Kings,Brooklyn,3223,1597,1626,5.8,58.2,21.5,0.0,9.9,2299,86234,49575,8.1,0.0,65.2,13.7,10.9,3.1,7.2,9.5,0.4,68.6,5.1,3.9,12.4,38.6,8.9
36047016400,Kings,Brooklyn,654,372,282,11.0,69.4,8.9,0.0,3.5,341,97760,31448,8.6,13.7,41.0,40.4,9.3,0.0,9.3,46.0,16.3,15.2,12.5,0.0,9.9,21.4,3.2
36047016500,Kings,Brooklyn,5706,2856,2850,8.7,74.2,2.6,0.0,8.4,4251,124714,106242,5.6,0.0,84.5,3.2,10.0,0.4,1.9,7.4,5.4,63.9,9.2,2.0,12.1,38.1,4.2
36047016600,Kings,Brooklyn,2080,951,1129,12.2,83.5,0.0,0.0,3.0,1524,80395,38359,4.5,5.4,39.9,10.4,30.5,6.8,12.4,42.8,15.8,22.8,13.5,1.6,3.6,33.4,9.7
36047016700,Kings,Brooklyn,5278,2600,2678,12.9,76.4,0.6,0.0,7.3,3625,107466,59491,5.2,0.0,70.8,9.2,16.0,1.7,2.3,7.2,1.6,72.0,7.7,0.7,10.6,39.4,5.4
36047016800,Kings,Brooklyn,1801,880,921,5.4,61.5,5.7,0.0,23.8,1255,82891,41445,8.5,8.8,53.9,12.8,22.2,3.1,8.0,47.2,7.6,39.1,2.5,0.0,3.7,41.8,3.8
36047016900,Kings,Brooklyn,4779,2188,2591,19.7,64.1,1.4,0.0,12.7,3641,78504,46375,18.6,29.6,67.2,11.4,16.9,1.2,3.2,10.8,0.9,66.2,10.9,4.5,6.8,36.4,3.7
36047017000,Kings,Brooklyn,4115,1975,2140,17.0,42.3,1.9,0.0,38.7,2668,72875,26610,18.0,30.6,34.1,17.9,30.3,7.7,10.1,28.7,8.8,55.1,5.5,1.4,0.5,46.4,9.1
36047017100,Kings,Brooklyn,3943,1976,1967,7.4,82.9,1.8,0.0,6.2,2839,108384,55499,3.8,3.3,66.3,7.9,22.1,2.0,1.7,14.7,0.8,64.7,5.5,2.3,11.9,40.2,7.4
36047017200,Kings,Brooklyn,4040,2000,2040,15.5,32.3,3.3,0.0,48.1,2544,70125,27017,3.8,6.9,38.7,23.7,22.3,7.6,7.8,27.2,7.4,56.0,2.9,2.3,4.1,47.8,7.7
36047017400,Kings,Brooklyn,1908,914,994,6.3,55.1,0.0,0.0,36.6,1347,72692,33955,6.4,1.1,43.9,16.9,28.4,4.8,6.0,35.1,7.5,46.0,4.8,3.0,3.5,49.4,4.9
36047017500,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36047017600,Kings,Brooklyn,2322,1236,1086,22.6,45.7,0.7,0.0,31.0,1336,55865,26489,12.6,22.7,39.2,21.6,20.5,5.6,13.1,23.5,7.2,61.3,6.4,1.2,0.4,50.5,2.9
36047017700,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36047017800,Kings,Brooklyn,3226,1630,1596,26.0,31.6,1.2,0.0,36.4,1601,55745,18042,20.2,28.9,24.5,32.4,23.3,6.9,13.0,20.4,6.1,65.4,7.5,0.0,0.6,51.3,8.7
36047017900,Kings,Brooklyn,4131,1790,2341,22.5,20.9,48.1,0.0,4.9,3211,45947,30232,18.5,24.9,61.3,12.8,20.3,2.4,3.2,7.8,2.4,75.2,5.7,0.9,8.0,36.7,9.6
36047018000,Kings,Brooklyn,3512,1984,1528,28.0,54.2,0.0,0.3,17.4,1822,57194,22180,27.0,46.2,24.5,24.0,24.0,17.0,10.6,20.0,12.9,57.9,5.5,2.4,1.3,47.8,7.1
36047018100,Kings,Brooklyn,3424,1566,1858,16.4,48.9,24.6,0.0,7.7,2656,80911,65326,8.3,9.7,72.6,8.5,13.1,2.2,3.6,6.8,2.9,71.8,6.4,4.3,7.7,34.6,9.2
36047018200,Kings,Brooklyn,3600,1749,1851,19.0,23.4,1.8,0.0,55.8,1762,47206,20988,19.1,41.7,20.2,33.8,19.7,10.4,15.9,18.7,5.7,66.2,6.5,0.0,2.8,43.1,9.0
36047018300,Kings,Brooklyn,2692,1246,1446,12.1,55.3,19.6,0.0,6.7,2026,93625,57525,7.7,1.8,68.3,10.4,17.7,3.1,0.5,7.1,6.3,71.8,5.0,2.9,6.8,36.1,9.1
36047018400,Kings,Brooklyn,2551,1286,1265,2.6,49.8,2.2,0.0,45.0,1775,76210,36797,10.3,16.1,37.3,15.6,20.3,8.5,18.2,37.4,8.5,46.8,6.9,0.0,0.4,44.1,6.2
36047018501,Kings,Brooklyn,4530,1780,2750,30.3,4.6,53.9,0.5,8.4,2788,17407,12599,54.2,65.4,19.2,27.8,32.6,6.1,14.4,10.4,3.4,60.5,18.6,1.0,6.3,37.6,33.0
36047018600,Kings,Brooklyn,2072,1062,1010,8.2,59.1,1.4,0.0,29.4,1376,68021,28256,6.7,7.9,34.4,22.8,23.8,10.3,8.7,30.2,3.1,53.3,7.6,2.6,3.3,41.6,7.8
36047018700,Kings,Brooklyn,1405,707,698,26.2,38.3,23.4,0.0,8.7,995,89375,48834,14.2,15.1,57.3,17.4,20.1,2.8,2.4,8.3,5.2,63.2,5.9,8.0,9.4,37.7,7.5
36047018800,Kings,Brooklyn,2879,1351,1528,9.1,55.0,0.0,0.0,35.8,1998,56339,26720,11.3,5.1,31.8,14.2,28.7,12.3,12.9,20.8,10.1,56.8,7.5,1.4,3.4,47.7,8.2
36047019000,Kings,Brooklyn,5134,2534,2600,25.8,30.8,1.0,0.0,42.2,2359,45132,18406,23.8,38.7,20.3,29.5,23.2,12.9,14.0,18.2,10.0,57.8,9.0,1.3,3.7,48.5,17.6
36047019100,Kings,Brooklyn,2902,1263,1639,24.9,37.3,26.3,0.0,2.7,2140,78750,37722,23.0,34.0,57.1,14.4,21.9,2.0,4.5,4.6,0.6,70.7,13.4,2.8,7.9,37.7,12.6
36047019200,Kings,Brooklyn,3398,1716,1682,12.2,57.8,0.6,0.4,28.9,1794,38561,17397,26.8,40.8,36.6,21.0,24.6,6.1,11.7,23.4,13.5,49.4,11.5,1.1,1.1,41.9,3.8
36047019300,Kings,Brooklyn,5761,2310,3451,10.4,31.7,47.9,0.0,7.7,4481,54369,27736,15.9,24.5,53.5,16.1,20.1,1.7,8.6,14.2,2.4,58.7,13.8,6.9,3.9,33.6,13.0
36047019400,Kings,Brooklyn,3786,1918,1868,20.0,22.8,1.3,0.0,55.4,1924,46071,18185,16.8,23.7,14.4,28.5,23.8,12.1,21.3,20.9,4.9,62.7,9.8,1.2,0.4,46.6,5.5
36047019500,Kings,Brooklyn,4188,2266,1922,15.4,39.9,34.9,0.2,8.3,3084,84187,44443,12.8,6.8,60.6,14.5,17.2,3.7,4.0,9.7,2.6,63.7,7.5,6.8,9.7,40.5,4.9
36047019600,Kings,Brooklyn,5120,2813,2307,19.8,37.7,0.5,0.0,42.1,2405,48382,17520,23.1,21.4,25.1,36.9,22.0,9.5,6.4,22.5,10.2,52.9,10.3,0.9,3.3,43.5,10.9
36047019700,Kings,Brooklyn,3508,1846,1662,6.6,44.7,35.3,0.0,6.6,2637,83650,58022,14.1,6.2,72.3,7.7,12.9,1.7,5.4,7.1,1.1,77.5,2.3,6.8,5.2,41.4,10.8
36047019800,Kings,Brooklyn,1978,831,1147,3.9,59.0,0.4,0.0,36.7,1229,61875,27301,16.5,23.9,43.3,12.3,21.3,9.6,13.5,32.4,4.3,53.9,3.1,5.5,0.8,47.2,3.5
36047019900,Kings,Brooklyn,2863,1366,1497,10.8,39.8,32.3,0.0,11.8,2173,67656,46365,14.0,7.2,64.3,10.2,18.4,1.9,5.2,11.6,0.0,72.4,4.9,7.4,3.7,35.6,2.9
36047020000,Kings,Brooklyn,2216,1016,1200,20.2,53.3,0.4,0.0,26.1,1416,58000,24129,14.8,10.8,33.9,25.2,22.0,10.1,8.8,41.6,5.6,44.9,3.2,1.3,3.4,41.0,6.7
36047020100,Kings,Brooklyn,3886,1799,2087,9.8,46.3,32.6,0.5,4.5,3015,84844,52907,7.6,2.4,70.7,9.6,15.2,1.3,3.2,6.6,2.4,71.0,2.9,7.7,9.3,37.7,7.7
36047020200,Kings,Brooklyn,2131,1026,1105,5.1,63.8,0.0,0.0,31.2,1390,95152,32107,4.8,10.4,43.1,17.8,19.2,2.8,17.1,46.2,11.4,38.6,1.8,0.0,2.0,42.6,13.2
36047020300,Kings,Brooklyn,1688,752,936,7.5,47.6,29.0,0.0,12.3,1297,106250,47969,16.5,8.8,70.2,7.2,18.5,0.0,4.0,9.9,1.5,74.7,6.9,1.8,5.2,38.7,13.1
36047020400,Kings,Brooklyn,1947,861,1086,1.4,63.5,0.0,0.0,34.9,1249,65598,27224,11.2,17.2,36.8,27.1,23.9,4.2,7.9,29.0,17.2,42.5,7.7,2.9,0.7,41.8,11.2
36047020500,Kings,Brooklyn,2747,1412,1335,4.8,51.4,27.6,0.9,7.8,2213,78000,49245,6.8,0.0,53.9,14.8,23.4,3.0,4.9,7.2,1.6,65.4,7.8,11.9,6.0,37.6,4.2
36047020600,Kings,Brooklyn,2706,1363,1343,7.9,58.5,1.0,0.0,31.9,1807,89743,36857,7.3,10.2,36.6,22.7,23.7,8.3,8.7,41.0,4.9,48.8,4.2,0.5,0.6,43.8,9.7
36047020700,Kings,Brooklyn,4536,2212,2324,16.6,45.3,27.3,0.0,5.2,3432,97353,55521,5.0,11.4,69.9,7.1,17.7,2.4,2.8,16.6,3.8,61.5,8.2,4.7,5.2,37.5,5.3
36047020800,Kings,Brooklyn,3272,1510,1762,5.0,41.8,0.6,2.3,48.3,1871,56003,27683,18.5,31.9,33.4,29.0,21.6,7.9,8.0,28.2,7.0,52.1,9.2,1.3,2.3,48.7,9.0
36047021000,Kings,Brooklyn,4946,2534,2412,12.5,32.2,0.4,0.0,53.0,2479,44722,17947,23.3,24.4,24.5,24.4,26.1,5.6,19.4,25.2,8.6,51.3,10.8,2.6,1.6,44.9,12.7
36047021100,Kings,Brooklyn,1362,684,678,38.8,18.2,35.3,0.0,5.1,1004,43000,33109,18.7,21.4,44.3,22.7,17.6,3.8,11.5,25.8,2.3,54.7,4.7,8.2,4.4,42.1,9.2
